StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,Description,ProductCategory,CommercialProduct,RevenueShare
22696,2918.8199999999997,1476,311,288,WICKER WREATH LARGE,Merchandise,True,0.013963755542505165
22990,2917.43,633,166,164,COTTON APRON PANTRY DESIGN,Merchandise,True,0.013957105725043287
23056,2898.12,963,40,39,FLOWERS CHANDELIER T-LIGHT HOLDER,Merchandise,True,0.0138647258867779
23290,2890.3500000000004,2430,214,214,SPACEBOY CHILDRENS BOWL,Merchandise,True,0.013827553885570134
21709,2886.62,698,119,117,FOLDING UMBRELLA CHOCOLATE POLKADOT,Merchandise,True,0.013809709411373864
23345,2886.25,2451,176,174, DOLLY GIRL BEAKER,Merchandise,True,0.013807939316078257
22818,2884.26,6634,427,404,CARD CHRISTMAS VILLAGE,Merchandise,True,0.013798419073812691
21465,2883.1400000000003,795,189,187,PINK FLOWER CROCHET FOOD COVER,Merchandise,True,0.013793060947512472
21439,2880.09,2288,249,240,BASKET OF TOADSTOOLS,Merchandise,True,0.013778469621427052
21324,2875.2200000000003,1023,180,175,HANGING MEDINA LANTERN SMALL,Merchandise,True,0.013755171340103779
22949,2871.48,2016,182,177,36 DOILIES DOLLY GIRL,Merchandise,True,0.013737279025494115
22914,2871.4,598,184,170,BLUE COAT RACK PARIS FASHION,Merchandise,True,0.01373689630218696
21682,2866.59,579,155,152,LARGE MEDINA STAMPED METAL BOWL ,Merchandise,True,0.013713885063344053
22293,2866.16,2036,232,225,HANGING CHICK GREEN DECORATION,Merchandise,True,0.013711827925568073
21424,2861.6400000000003,955,142,142,WOODLAND STORAGE BOX LARGE ,Merchandise,True,0.013690204058713622
23212,2860.89,2296,191,186,HEART WREATH DECORATION WITH BELL,Merchandise,True,0.013686616027709007
23427,2860.58,237,115,114,STOOL HOME SWEET HOME ,Merchandise,True,0.013685132974893769
22671,2859.25,1716,252,246,FRENCH LAUNDRY SIGN BLUE METAL,Merchandise,True,0.01367877019991226
47480,2854.83,1735,152,150,HANGING PHOTO CLIP ROPE LADDER,Merchandise,True,0.01365762473719175
85199S,2849.99,6143,509,486,SMALL HANGING IVORY/RED WOOD BIRD,Merchandise,True,0.013634469977108661
23504,2848.8900000000003,1927,217,208,PLAYING CARDS JUBILEE UNION JACK,Merchandise,True,0.013629207531635231
22101,2847.28,1934,121,116,MIRROR MOSAIC VOTIVE HOLDER,Merchandise,True,0.013621505225078667
23196,2842.24,1872,304,298,VINTAGE LEAF MAGNETIC NOTEPAD,Merchandise,True,0.013597393656727678
22217,2839.85,2390,218,214,T-LIGHT HOLDER HANGING LACE,Merchandise,True,0.013585959797926319
21683,2837.13,962,157,152,MEDIUM MEDINA STAMPED METAL BOWL ,Merchandise,True,0.01357294720548293
51014C,2836.42,4366,273,265,"FEATHER PEN,COAL BLACK",Merchandise,True,0.013569550536131897
21508,2834.08,6778,547,541,VINTAGE KID DOLLY CARD ,Merchandise,True,0.01355835587939751
22710,2831.78,7209,174,173,WRAP I LOVE LONDON ,Merchandise,True,0.013547352584316705
22161,2824.35,6837,519,489,HEART DECORATION RUSTIC HANGING ,Merchandise,True,0.013511807157164357
22315,2820.77,2192,399,387,200 RED + WHITE BENDY STRAWS,Merchandise,True,0.013494680289169014
22145,2815.66,1336,202,197,CHRISTMAS CRAFT HEART STOCKING ,Merchandise,True,0.013470233837924263
84519A,2812.0600000000004,1207,205,203,TOMATO CHARLIE+LOLA COASTER SET,Merchandise,True,0.013453011289102132
22155,2810.7,6226,371,340,STAR DECORATION RUSTIC,Merchandise,True,0.013446504992880434
21360,2810.31,443,102,100,JOY LARGE WOOD LETTERS,Merchandise,True,0.013444639216758036
22597,2808.99,4653,303,291,MUSICAL ZINC HEART DECORATION ,Merchandise,True,0.013438324282189922
84754,2808.45,2211,239,218,S/15 SILVER GLASS BAUBLES IN BAG,Merchandise,True,0.013435740899866601
21188,2806.8,918,135,128,3D HEARTS  HONEYCOMB PAPER GARLAND,Merchandise,True,0.01342784723165646
22651,2806.44,3249,289,270,GENTLEMAN SHIRT REPAIR KIT ,Merchandise,True,0.013426124976774246
22081,2805.5099999999998,1573,314,302,RIBBON REEL FLORA + FAUNA ,Merchandise,True,0.013421675818328527
22525,2803.66,1971,340,328,CHILDRENS GARDEN GLOVES PINK,Merchandise,True,0.013412825341850487
22650,2802.37,1839,294,282,CERAMIC PIRATE CHEST MONEY BANK,Merchandise,True,0.013406653928522553
85183B,2799.2599999999998,1775,175,171,CHARLIE & LOLA WASTEPAPER BIN FLORA,Merchandise,True,0.013391775559956767
84909A,2797.55,209,30,30,PINK PAISLEY QUILT ,Merchandise,True,0.013383594849266257
22482,2796.93,2365,228,214,BLUE TEA TOWEL CLASSIC DESIGN,Merchandise,True,0.013380628743635777
85132B,2795.9,922,126,123,CHARLIE AND LOLA TABLE TINS,Merchandise,True,0.01337570118105611
85015,2787.89,2923,261,254,SET OF 12  VINTAGE POSTCARD SET,Merchandise,True,0.013337381009926864
21744,2782.7500000000005,923,229,217,SNOWFLAKE PORTABLE TABLE LIGHT ,Merchandise,True,0.013312791037441932
21796,2782.19,324,67,67,SET OF 3 RED STRIPE BASKETS,Merchandise,True,0.013310111974291822
22675,2775.03,2235,276,270,FRENCH KITCHEN SIGN BLUE METAL,Merchandise,True,0.013275858238301136
21728,2773.11,298,40,40,METAL MEDINA LANTERN ,Merchandise,True,0.01326667287892933
22416,2767.79,1972,178,176,SET OF 36 DOILIES SPACEBOY DESIGN ,Merchandise,True,0.013241221779003288
21808,2764.28,1014,148,144,"CHRISTMAS GARLAND STARS,TREES",Merchandise,True,0.013224429793901711
23190,2761.9,1702,203,202,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,Merchandise,True,0.013213043775513742
21693,2757.8,905,126,120,SMALL HAMMERED SILVER CANDLEPOT ,Merchandise,True,0.013193429206021871
15058C,2753.72,470,122,122,ICE CREAM DESIGN GARDEN PARASOL,Merchandise,True,0.013173910317356782
22231,2753.08,2163,306,297,JIGSAW TREE WITH BIRDHOUSE,Merchandise,True,0.013170848530899516
84795C,2752.59,325,132,131,OCEAN STRIPE HAMMOCK ,Merchandise,True,0.01316850435064317
23147,2752.2,1868,265,261,SINGLE ANTIQUE ROSE HOOK IVORY,Merchandise,True,0.01316663857452077
23396,2750.5299999999997,654,201,196,LE JARDIN BOTANIQUE CUSHION COVER,Merchandise,True,0.013158649225483836
21788,2745.49,3399,214,206,KIDS RAIN MAC BLUE,Merchandise,True,0.01313453765713285
23266,2743.82,2053,337,319,SET OF 3 WOODEN STOCKING DECORATION,Merchandise,True,0.01312654830809592
23341,2741.35,307,121,121,PINK DINER WALL CLOCK,Merchandise,True,0.0131147317259874
85035C,2740.54,1365,209,197,ROSE 3 WICK MORRIS BOX CANDLE,Merchandise,True,0.013110856652502419
21224,2739.45,2205,324,312,SET/4 SKULL BADGES,Merchandise,True,0.013105642047442384
23100,2739.38,2166,263,257,SILVER BELLS TABLE DECORATION,Merchandise,True,0.013105307164548621
22524,2736.2,1940,300,293,CHILDRENS GARDEN GLOVES BLUE,Merchandise,True,0.013090093913089068
72800E,2734.87,1436,304,286,4 IVORY DINNER CANDLES SILVER FLOCK,Merchandise,True,0.01308373113810756
22828,2730.0,18,12,11,REGENCY MIRROR WITH SHUTTERS,Merchandise,True,0.013060432856784284
22495,2729.5400000000004,954,243,237,SET OF 2 ROUND TINS CAMEMBERT ,Merchandise,True,0.013058232197768124
22066,2729.16,3435,280,273,LOVE HEART TRINKET POT,Merchandise,True,0.01305641426205912
47503J,2727.1,346,76,74,SET/3 FLORAL GARDEN TOOLS IN BAG,Merchandise,True,0.013046559136899788
22436,2724.75,4273,300,289,12 COLOURED PARTY BALLOONS,Merchandise,True,0.013035316639752008
22376,2721.22,543,259,246,AIRLINE BAG VINTAGE JET SET WHITE,Merchandise,True,0.013018428973823637
23164,2718.65,578,92,92,REGENCY CAKE SLICE,Merchandise,True,0.013006133987581171
21818,2714.35,4390,319,285,GLITTER CHRISTMAS HEART ,Merchandise,True,0.0129855626098214
21096,2711.7099999999996,15919,143,143,SET/6 FRUIT SALAD  PAPER PLATES,Merchandise,True,0.012972932740685169
23407,2709.43,265,133,133,SET OF 2 TRAYS HOME SWEET HOME,Merchandise,True,0.012962025126431152
23489,2709.23,913,165,159,VINTAGE BELLS GARLAND,Merchandise,True,0.012961068318163255
23292,2703.33,2181,223,222,SPACEBOY CHILDRENS CUP,Merchandise,True,0.012932842474260315
22479,2699.96,1944,218,214,DAISY GARDEN MARKER,Merchandise,True,0.012916720254946263
23333,2695.45,2089,243,233,IVORY WICKER HEART MEDIUM,Merchandise,True,0.012895144228505202
22094,2695.32,3592,349,339,RED RETROSPOT TISSUE BOX,Merchandise,True,0.012894522303131069
23264,2690.81,1963,314,299,SET OF 3 WOODEN SLEIGH DECORATIONS,Merchandise,True,0.01287294627669001
22937,2690.7400000000002,1022,170,160,BAKING MOULD CHOCOLATE CUPCAKES,Merchandise,True,0.012872611393796246
22152,2687.52,6331,254,241,PLACE SETTING WHITE STAR,Merchandise,True,0.012857206780683115
22500,2686.9100000000003,588,203,198,SET OF 2 TINS JARDIN DE PROVENCE,Merchandise,True,0.012854288515466031
21204,2686.35,1609,208,205,DAISIES  HONEYCOMB GARLAND ,Merchandise,True,0.012851609452315919
22028,2683.65,6384,514,507,PENNY FARTHING BIRTHDAY CARD,Merchandise,True,0.012838692540699323
72799E,2678.57,1258,187,178,IVORY PILLAR CANDLE SILVER FLOCK,Merchandise,True,0.012814389610694756
22471,2678.31,643,188,176,TV DINNER TRAY AIR HOSTESS ,Merchandise,True,0.012813145759946491
90057,2675.88,1804,37,37,DIAMANTE RING ASSORTED IN BOX.,Merchandise,True,0.01280152053949155
21742,2665.9500000000003,439,197,193,LARGE ROUND WICKER PLATTER ,Merchandise,True,0.012754015008990502
85049F,2662.75,2133,324,314,BABY BOOM RIBBONS ,Merchandise,True,0.01273870607670416
21923,2662.64,337,119,119,RED/CREAM STRIPE FRINGE HAMMOCK,Merchandise,True,0.012738179832156814
85049B,2660.8,2132,342,338,LUSH GREENS RIBBONS,Merchandise,True,0.01272937719609217
22190,2660.31,1428,259,242,LOCAL CAFE MUG,Merchandise,True,0.012727033015835824
22758,2655.93,2459,331,314,LARGE PURPLE BABUSHKA NOTEBOOK  ,Merchandise,True,0.012706078914768895
21422,2655.72,3203,152,147,PORCELAIN ROSE SMALL,Merchandise,True,0.012705074266087605
22713,2655.65,6173,379,368,CARD I LOVE LONDON ,Merchandise,True,0.012704739383193843
22735,2646.1,1484,254,231,RIBBON REEL SOCKS AND MITTENS,Merchandise,True,0.012659051788401795
23146,2645.2599999999998,798,231,227,TRIPLE HOOK ANTIQUE IVORY ROSE,Merchandise,True,0.012655033193676628
84849D,2641.93,1572,264,260,HOT BATHS SOAP HOLDER,Merchandise,True,0.012639102336016155
22439,2641.89,3956,378,363,6 ROCKET BALLOONS ,Merchandise,True,0.012638910974362575
21897,2641.36,866,108,106,POTTING SHED CANDLE CITRONELLA,Merchandise,True,0.012636375432452654
85034B,2640.64,1191,156,152,3 WHITE CHOC MORRIS BOXED CANDLES,Merchandise,True,0.012632930922688225
22270,2638.67,685,158,153,HAPPY EASTER HANGING DECORATION,Merchandise,True,0.012623506361249447
85034C,2638.12,1321,208,197,3 ROSE MORRIS BOXED CANDLES,Merchandise,True,0.012620875138512731
84012,2633.53,1839,181,179,MAGIC SHEEP WOOL GROWING FROM PAPER,Merchandise,True,0.012598916388764512
22146,2633.13,1413,109,107,EASTER CRAFT IVY WREATH WITH CHICK,Merchandise,True,0.012597002772228721
90062,2629.67,207,113,109,CARNIVAL BRACELET,Merchandise,True,0.012580449989194113
22933,2621.32,952,124,122,BAKING MOULD EASTER EGG MILK CHOC,Merchandise,True,0.012540503244009446
22046,2613.5,6375,208,208,TEA PARTY  WRAPPING PAPER ,Merchandise,True,0.012503092040734697
47585A,2612.88,1084,148,148,PINK FAIRY CAKE CUSHION COVER,Merchandise,True,0.01250012593510422
23054,2604.93,295,130,130,RECYCLED ACAPULCO MAT LAVENDER,Merchandise,True,0.012462092806455341
21215,2603.45,4497,299,291,IVORY PAPER CUP CAKE CASES ,Merchandise,True,0.01245501242527291
37502,2599.7900000000004,868,173,171,TEA TIME MUG IN GIFT BOX,Merchandise,True,0.012437502833970411
21171,2599.0299999999997,1858,263,260,BATHROOM METAL SIGN ,Merchandise,True,0.012433866962552402
22415,2591.7000000000003,326,210,204,WHITE TISSUE REAM,Merchandise,True,0.012398799939534005
21288,2586.9900000000002,990,227,224,STRIPEY CHOCOLATE NESTING BOXES,Merchandise,True,0.012376267104825046
85035B,2586.01,996,137,131,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Merchandise,True,0.012371578744312356
21642,2584.37,4420,265,251,ASSORTED TUTTI FRUTTI PEN,Merchandise,True,0.012363732916515605
21589,2583.4500000000003,1119,89,88,SWALLOW GIANT TUBE MATCHES,Merchandise,True,0.012359331598483283
21262,2574.2200000000003,637,143,132,WHITE GOOSE FEATHER CHRISTMAS TREE ,Merchandise,True,0.01231517489691987
20960,2570.92,1908,220,215,WATERMELON BATH SPONGE,Merchandise,True,0.01229938756049958
82597,2569.6600000000003,1210,217,215,BOMBS AWAY METAL SIGN,Merchandise,True,0.012293359668411837
21653,2565.67,1246,115,111,GLASS ETCHED T-LIGHT HOLDER LARGE,Merchandise,True,0.012274271343467303
82567,2553.63,1228,497,489,"AIRLINE LOUNGE,METAL SIGN",Merchandise,True,0.012216671485739948
20668,2550.65,21748,390,367,DISCO BALL CHRISTMAS DECORATION,Merchandise,True,0.012202415042548292
22829,2548.17,249,123,118,SWEETHEART WIRE WALL TIDY,Merchandise,True,0.012190550620026379
21680,2543.95,2927,276,268,WOODLAND  STICKERS,Merchandise,True,0.012170361965573764
21898,2538.8100000000004,827,117,113,POTTING SHED ROSE CANDLE,Merchandise,True,0.012145771993088835
20787,2535.1,69,32,30,BLUE RETRO BAR STOOL,Merchandise,True,0.012128023199719356
21792,2531.45,495,142,141,CLASSIC FRENCH STYLE BASKET GREEN ,Merchandise,True,0.012110561448830248
22342,2531.33,1820,233,230,HOME GARLAND PAINTED ZINC ,Merchandise,True,0.01210998736386951
21203,2527.0,1539,148,145,BUTTERFLIES  HONEYCOMB GARLAND,Merchandise,True,0.012089272464869556
23681,2525.04,1576,133,132,LUNCH BAG RED VINTAGE DOILY,Merchandise,True,0.012079895743844172
22742,2516.63,1013,188,180,MAKE YOUR OWN PLAYTIME CARD KIT,Merchandise,True,0.012039661956179134
22153,2512.57,5793,306,283,ANGEL DECORATION STARS ON DRESS,Merchandise,True,0.01202023874834084
21431,2511.3599999999997,1483,279,278,GREEN GINGHAM FLOWER JEWELLERY BOX,Merchandise,True,0.012014450058320065
23424,2509.62,462,135,135,GINGHAM RECIPE BOOK BOX,Merchandise,True,0.012006125826389368
22091,2508.42,3191,331,324,EMPIRE TISSUE BOX,Merchandise,True,0.012000384976781991
21323,2506.89,740,80,80,HANGING MEDINA LANTERN LARGE,Merchandise,True,0.011993065393532584
85054,2506.8300000000004,919,210,204,FRENCH ENAMEL POT W LID,Merchandise,True,0.011992778351052218
22911,2504.5,870,173,164,PAPER CHAIN KIT LONDON,Merchandise,True,0.011981631534731224
23316,2501.64,250,110,110,RED REFECTORY CLOCK ,Merchandise,True,0.011967949176500308
21686,2500.09,66,34,33,MEDINA STAMPED METAL STOOL,Merchandise,True,0.01196053391242411
21616,2499.83,1163,199,191,4 PEAR BOTANICAL DINNER CANDLES,Merchandise,True,0.011959290061675846
23367,2491.2,3278,285,282,SET 12 COLOUR PENCILS SPACEBOY ,Merchandise,True,0.01191800378491612
85041,2489.87,1853,95,92,SET/4 PINK ORCHID CANDLES IN BOWL,Merchandise,True,0.01191164100993461
22676,2488.77,1845,311,305,FRENCH BLUE METAL DOOR SIGN 1,Merchandise,True,0.011906378564461181
21924,2486.6600000000003,315,124,123,BLUE/CREAM STRIPE FRINGE HAMMOCK,Merchandise,True,0.011896284237234878
84509B,2486.54,657,202,196,SET OF 4 FAIRY CAKE PLACEMATS,Merchandise,True,0.011895710152274138
84840,2481.76,285,143,140,SWEETHEART CARRY-ALL BASKET,Merchandise,True,0.011872842434671417
85116,2480.9,2040,197,181,BLACK CANDELABRA T-LIGHT HOLDER,Merchandise,True,0.011868728159119463
21809,2479.25,3045,220,207,CHRISTMAS HANGING TREE WITH BELL,Merchandise,True,0.011860834490909317
85206B,2477.2999999999997,1538,184,183,PINK FELT EASTER EGG BASKET,Merchandise,True,0.011851505610297328
21823,2474.14,2482,233,212,PAINTED METAL HEART WITH HOLLY BELL,Merchandise,True,0.011836388039664567
22021,2469.91,1437,239,233,BLUE FELT EASTER EGG BASKET,Merchandise,True,0.01181615154479856
22852,2467.11,565,160,160,DOG BOWL VINTAGE CREAM,Merchandise,True,0.011802756229048014
21462,2465.91,419,175,171,"NURSERY A,B,C PAINTED LETTERS",Merchandise,True,0.011797015379440634
22540,2464.09,6286,198,189,MINI JIGSAW CIRCUS PARADE ,Merchandise,True,0.011788308424202781
21789,2461.64,2947,224,218,KIDS RAIN MAC PINK,Merchandise,True,0.01177658752292105
22362,2460.6800000000003,764,255,253,GLASS JAR PEACOCK BATH SALTS,Merchandise,True,0.01177199484323515
23352,2459.2,1800,213,212,ROLL WRAP 50'S RED CHRISTMAS ,Merchandise,True,0.011764914462052713
84509F,2456.1,2781,46,46,SET OF 4 NEW ENGLAND PLACEMATS,Merchandise,True,0.011750083933900323
21106,2455.09,801,175,169,CREAM SLICE FLANNEL CHOCOLATE SPOT ,Merchandise,True,0.011745252052147447
21330,2454.0699999999997,1452,203,201,WOODLAND ANIMAL  WRITING SET ,Merchandise,True,0.011740372329981175
21747,2452.35,2049,154,153,SMALL SKULL WINDMILL,Merchandise,True,0.011732143778877269
22789,2451.36,1252,203,196,T-LIGHT HOLDER SWEETHEART HANGING,Merchandise,True,0.011727407577951182
22306,2450.37,1692,170,163,SILVER MUG BONE CHINA TREE OF LIFE,Merchandise,True,0.011722671377025094
84795B,2442.69,306,98,96,SUNSET CHECK HAMMOCK,Merchandise,True,0.011685929939537877
22448,2440.13,757,124,121,PIN CUSHION BABUSHKA RED,Merchandise,True,0.011673682793708806
22537,2437.32,5897,368,350,MAGIC DRAWING SLATE DINOSAUR,Merchandise,True,0.011660239637544862
21873,2430.87,2065,203,199,IF YOU CAN'T STAND THE HEAT MUG,Merchandise,True,0.011629382570905207
22613,2429.07,3061,283,273,PACK OF 20 SPACEBOY NAPKINS,Merchandise,True,0.01162077129649414
21973,2428.73,1676,211,210,SET OF 36 MUSHROOM PAPER DOILIES,Merchandise,True,0.011619144722438716
22609,2424.5,7093,205,201,PENS ASSORTED SPACEBALL,Merchandise,True,0.01159890822757271
22973,2423.53,1422,167,155,CHILDREN'S CIRCUS PARADE MUG,Merchandise,True,0.011594267707473413
23406,2422.6600000000003,456,111,111,HOME SWEET HOME KEY HOLDER,Merchandise,True,0.011590105591508066
22566,2422.1499999999996,2890,314,297,FELTCRAFT HAIRBAND PINK AND PURPLE,Merchandise,True,0.011587665730424926
21274,2420.69,175,106,105,EMBOSSED HEART 3 DRAWER SHELF,Merchandise,True,0.011580681030069286
85035A,2412.81,659,190,178,GARDENIA 3 WICK MORRIS BOXED CANDLE,Merchandise,True,0.011542982784314171
22986,2410.9,5845,206,204,GINGHAM ROSE WRAP,Merchandise,True,0.011533845265355763
23400,2409.34,461,108,107,SHELF WITH 4 HOOKS HOME SWEET HOME,Merchandise,True,0.011526382160866173
85034A,2407.32,856,146,135,3 GARDENIA MORRIS BOXED CANDLES,Merchandise,True,0.011516718397360421
35001G,2406.1,758,107,103,HAND OPEN SHAPE GOLD,Merchandise,True,0.011510881866926252
23265,2404.79,1769,305,293,SET OF 3 WOODEN TREE DECORATIONS,Merchandise,True,0.01150461477277153
85059,2403.64,702,214,211,FRENCH ENAMEL WATER BASIN,Merchandise,True,0.011499113125231128
10133,2402.97,3871,297,289,COLOURING PENCILS BROWN TUBE,Merchandise,True,0.011495907817533674
85036A,2401.96,622,173,165,GARDENIA 1 WICK MORRIS BOXED CANDLE,Merchandise,True,0.0114910759357808
21187,2399.42,1440,158,144,WHITE BELL HONEYCOMB PAPER GARLAND ,Merchandise,True,0.011478924470778517
22421,2397.37,4814,427,406,LIPSTICK PEN FUSCHIA,Merchandise,True,0.011469117186032579
21540,2394.95,1323,87,87,DAIRY MAID CERAMIC BUTTER DISH,Merchandise,True,0.011457539805991034
21741,2394.07,733,197,190,COSY SLIPPER SHOES LARGE GREEN,Merchandise,True,0.011453329849612292
22321,2393.22,2584,314,305,BIRD DECORATION RED RETROSPOT,Merchandise,True,0.01144926341447373
22453,2390.2700000000004,866,150,144,MEASURING TAPE BABUSHKA BLUE,Merchandise,True,0.011435150492522264
22246,2387.13,1111,195,188,MAGIC GARDEN FELT GARLAND ,Merchandise,True,0.01142012860271629
84818,2384.8,1789,215,214,DANISH ROSE PHOTO FRAME,Merchandise,True,0.011408981786395298
21824,2379.0899999999997,2800,225,211,PAINTED METAL STAR WITH HOLLY BELLS,Merchandise,True,0.011381664910346858
23028,2377.13,1369,138,137,DRAWER KNOB CRACKLE GLAZE BLUE,Merchandise,True,0.011372288189321475
23437,2373.63,1939,131,131, 50'S CHRISTMAS GIFT BAG LARGE,Merchandise,True,0.01135554404463329
21826,2373.24,1825,259,240,EIGHT PIECE DINOSAUR SET,Merchandise,True,0.011353678268510891
47570,2373.01,220,79,78,ENGLISH ROSE TABLE CLOTH,Merchandise,True,0.011352577939002812
23498,2372.68,1640,102,99,CLASSIC BICYCLE CLIPS ,Merchandise,True,0.011350999205360781
21464,2371.75,559,221,217,DISCO BALL ROTATOR BATTERY OPERATED,Merchandise,True,0.011346550046915064
21468,2368.89,671,147,142,BUTTERFLY CROCHET FOOD COVER,Merchandise,True,0.011332867688684148
23048,2368.37,577,102,99,SET OF 10 LANTERNS FAIRY LIGHT STAR,Merchandise,True,0.011330379987187616
21126,2367.98,2339,292,285,SET OF 6 GIRLS CELEBRATION CANDLES,Merchandise,True,0.011328514211065219
23436,2367.39,1979,114,114,VINTAGE CHRISTMAS GIFT BAG LARGE ,Merchandise,True,0.011325691626674926
22642,2366.32,996,148,141,SET OF 4 NAPKIN CHARMS STARS   ,Merchandise,True,0.011320572702441682
84459B,2358.5699999999997,1480,221,213,YELLOW METAL CHICKEN HEART ,Merchandise,True,0.011283496382060698
23401,2354.87,459,83,83,RUSTIC MIRROR WITH LACE HEART,Merchandise,True,0.011265795429104618
23412,2354.8,358,77,76,HEART MIRROR ANTIQUE WHITE,Merchandise,True,0.011265460546210856
21437,2350.92,677,114,109,24 HANGING EASTER EGGS FLORAL TUB,Merchandise,True,0.011246898465813667
85172,2348.48,4447,158,150,HYACINTH BULB T-LIGHT CANDLES,Merchandise,True,0.011235225404945332
84536A,2346.22,5190,640,613,ENGLISH ROSE NOTEBOOK A7 SIZE,Merchandise,True,0.011224413471518103
85199L,2344.15,3545,281,272,LARGE HANGING IVORY & RED WOOD BIRD,Merchandise,True,0.011214510505945378
85114A,2341.84,1410,107,103,BLACK ENCHANTED FOREST PLACEMAT,Merchandise,True,0.011203459370451176
21708,2341.43,612,131,129,FOLDING UMBRELLA CREAM POLKADOT,Merchandise,True,0.011201497913501987
16237,2337.0299999999997,10935,603,580,SLEEPING CAT ERASERS,Merchandise,True,0.011180448131608269
85114C,2335.78,1221,174,161,RED ENCHANTED FOREST PLACEMAT,Merchandise,True,0.011174468079933919
22251,2335.15,1884,303,298,BIRDHOUSE DECORATION MAGIC GARDEN,Merchandise,True,0.011171454133890046
85176,2331.38,2776,316,306,SEWING SUSAN 21 NEEDLE SET,Merchandise,True,0.0111534182980402
21615,2331.17,1174,173,169,4 LAVENDER BOTANICAL DINNER CANDLES,Merchandise,True,0.011152413649358909
21947,2326.59,1691,309,298,SET OF 6 HEART CHOPSTICKS,Merchandise,True,0.011130502740024084
22409,2325.48,1712,169,164,MONEY BOX BISCUITS DESIGN,Merchandise,True,0.01112519245413726
22785,2318.59,427,130,122,SQUARECUSHION COVER PINK UNION FLAG,Merchandise,True,0.011092230409308233
85106,2318.44,1202,62,59,CUT GLASS HEXAGON T-LIGHT HOLDER,Merchandise,True,0.011091512803107311
22539,2313.24,5744,261,247,MINI JIGSAW DOLLY GIRL,Merchandise,True,0.011066635788142005
21696,2310.15,768,111,107,SMALL SILVER TRELLIS CANDLEPOT,Merchandise,True,0.01105185310040301
22363,2309.3,782,173,169,GLASS JAR MARMALADE ,Merchandise,True,0.011047786665264452
21804,2308.85,612,149,137,WHITE CHRISTMAS GARLAND STARS TREES,Merchandise,True,0.011045633846661684
85107,2305.39,1215,73,70,CUT GLASS T-LIGHT HOLDER OCTAGON,Merchandise,True,0.011029081063627077
23371,2304.78,1705,186,185,SET 36 COLOUR PENCILS SPACEBOY ,Merchandise,True,0.011026162798409995
22133,2304.11,2508,338,327,PINK LOVE HEART SHAPE CUP,Merchandise,True,0.011022957490712542
22831,2304.0,780,143,138,WHITE BROCANTE SOAP DISH,Merchandise,True,0.011022431246165199
23029,2303.92,1352,156,156,DRAWER KNOB CRACKLE GLAZE GREEN,Merchandise,True,0.011022048522858041
23197,2303.5,1478,250,249,SKETCHBOOK MAGNETIC SHOPPING LIST,Merchandise,True,0.011020039225495458
17091J,2297.99,4086,189,178,VANILLA INCENSE IN TIN,Merchandise,True,0.010993679157714913
21482,2296.76,740,185,184,MUSHROOM BLUE HOT WATER BOTTLE,Merchandise,True,0.010987794786867355
20658,2296.43,1613,368,353,RED SPOTTY LUGGAGE TAG,Merchandise,True,0.010986216053225323
22336,2296.27,4734,232,214,DOVE DECORATION PAINTED ZINC ,Merchandise,True,0.010985450606611007
22935,2294.07,771,68,65,BAKING MOULD ROSE MILK CHOCOLATE,Merchandise,True,0.01097492571566415
22948,2292.77,2243,196,180,METAL DECORATION NAUGHTY CHILDREN ,Merchandise,True,0.010968706461922821
22163,2291.9100000000003,1287,208,197,HEART STRING MEMO HOLDER HANGING,Merchandise,True,0.01096459218637087
21819,2289.6,3896,262,248,GLITTER CHRISTMAS STAR ,Merchandise,True,0.010953541050876666
84913A,2287.26,629,274,266,SOFT PINK ROSE TOWEL ,Merchandise,True,0.01094234639414228
23330,2286.97,1794,223,216,DECORATIVE WICKER HEART MEDIUM,Merchandise,True,0.01094095902215383
23360,2286.4,1182,116,114,SET 8 CANDLES VINTAGE DOILY,Merchandise,True,0.010938232118590326
22024,2284.75,5454,447,439,RAINY LADIES BIRTHDAY CARD,Merchandise,True,0.01093033845038018
21655,2277.5,1396,89,89,HANGING RIDGE GLASS T-LIGHT HOLDER,Merchandise,True,0.010895654150668942
85183A,2275.75,1512,143,141,CHARLIE & LOLA WASTEPAPER BIN BLUE,Merchandise,True,0.010887282078324848
21638,2275.61,1039,150,142,ASSORTED TUTTI FRUTTI NOTEBOOK,Merchandise,True,0.010886612312537321
85014C,2270.73,547,72,72,BLUE/BROWN DOTS RUFFLED UMBRELLA,Merchandise,True,0.010863266190800651
21651,2266.48,1399,130,124,HANGING GLASS ETCHED TEALIGHT,Merchandise,True,0.010842934015107856
21710,2265.25,730,115,110,FOLDING UMBRELLA PINKWHITE POLKADOT,Merchandise,True,0.010837049644260294
85045,2264.09,476,87,83,GREEN CHRISTMAS TREE STRING 20LIGHT,Merchandise,True,0.010831500156306495
23252,2261.61,603,138,138,VINTAGE RED ENAMEL TRIM JUG ,Merchandise,True,0.010819635733784581
20931,2260.9300000000003,676,160,157,BLUE POT PLANT CANDLE ,Merchandise,True,0.010816382585673735
21125,2260.14,2161,258,246,SET 6 FOOTBALL CELEBRATION CANDLES,Merchandise,True,0.010812603193015543
