StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier,RevenuePerOrder,RevenuePerUnit,DescriptionAnomaly,ReturnAnomaly,HighRevenueAnomaly,HighVolumeLowValueAnomaly,ExtremeRevenuePerOrder,ExtremeRevenuePerUnit,AnomalyScore,AnomalySeverity,RecommendedAction
21820,GLITTER HEART GARLAND WITH BELLS,3267.75,3155.25,828,197,184,-112.5,30,Commercial Description,Valid,0.0344,Low,0.7076,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001632241896009,1289,Tier 4 - Long Tail,17.148097826086957,3.8106884057971016,False,False,False,False,False,False,0,Normal,No immediate action
22700,BLACK AND WHITE DOG BOWL,3181.959999999999,3150.66,1392,106,103,-31.300000000000004,22,Commercial Description,Valid,0.0098,Low,0.7367,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.000162986744381,1290,Tier 4 - Long Tail,30.58893203883495,2.263405172413793,False,False,False,False,False,False,0,Normal,No immediate action
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,3165.23,3148.98,2316,244,233,-16.25,13,Commercial Description,Valid,0.0051,Low,0.7654,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001628998363266,1291,Tier 4 - Long Tail,13.514935622317596,1.3596632124352332,False,False,False,False,False,False,0,Normal,No immediate action
82578,KITCHEN METAL SIGN,3154.8900000000003,3147.74,5635,726,707,-7.15,13,Commercial Description,Valid,0.0023,Low,0.801,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001628356899055,1292,Tier 4 - Long Tail,4.452248939179632,0.5586051464063886,False,False,False,False,False,False,0,Normal,No immediate action
85227,SET/6 3D KIT CARDS FOR KIDS,3169.0199999999995,3143.52,3520,474,445,-25.5,30,Commercial Description,Valid,0.008,Low,0.7847,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001626173851499,1293,Tier 4 - Long Tail,7.064089887640449,0.8930454545454546,False,False,False,False,False,False,0,Normal,No immediate action
84912B,GREEN ROSE WASHBAG,3141.4,3141.4,1145,271,261,0.0,0,Commercial Description,Valid,0.0,Low,0.7254,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001625077154623,1294,Tier 4 - Long Tail,12.036015325670498,2.743580786026201,False,False,False,False,False,False,0,Normal,No immediate action
23323,WHITE WICKER STAR,3146.78,3140.48,1469,305,297,-6.300000000000001,3,Commercial Description,Valid,0.002,Low,0.7393,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001624601229563,1295,Tier 4 - Long Tail,10.574006734006733,2.13783526208305,False,False,False,False,False,False,0,Normal,No immediate action
21272,SALLE DE BAIN HOOK,3153.65,3137.4,2376,362,346,-16.25,13,Commercial Description,Valid,0.0052,Low,0.7666,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001623007915233,1296,Tier 4 - Long Tail,9.067630057803468,1.3204545454545455,False,False,False,False,False,False,0,Normal,No immediate action
21473,SWEETHEART CREAM STEEL TABLE RECT,3212.159999999999,3132.36,157,93,93,-79.8,4,Commercial Description,Valid,0.0248,Low,0.6342,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001620400673602,1297,Tier 4 - Long Tail,33.681290322580644,19.951337579617835,False,False,False,False,False,False,0,Normal,No immediate action
23393,HOME SWEET HOME CUSHION COVER,3207.91,3129.16,801,237,235,-78.75,21,Commercial Description,Valid,0.0245,Low,0.7048,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001618745282091,1298,Tier 4 - Long Tail,13.315574468085106,3.9065667915106115,False,False,False,False,False,False,0,Normal,No immediate action
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,3160.25,3122.75,2381,263,243,-37.5,30,Commercial Description,Valid,0.0119,Low,0.7664,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001615429325969,1299,Tier 4 - Long Tail,12.85082304526749,1.3115287694246116,False,False,False,False,False,False,0,Normal,No immediate action
22406,MONEY BOX KINGS CHOICE DESIGN,3175.61,3119.9500000000003,2507,227,221,-55.66,50,Commercial Description,Valid,0.0175,Low,0.7694,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001613980858396,1300,Tier 4 - Long Tail,14.117420814479638,1.2444954128440369,False,False,False,False,False,False,0,Normal,No immediate action
22347,PIZZA SLICE DISH,3119.18,3119.18,2716,118,118,0.0,0,Commercial Description,Valid,0.0,Low,0.773,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001613582529814,1301,Tier 4 - Long Tail,26.43372881355932,1.1484462444771724,False,False,False,False,False,False,0,Normal,No immediate action
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,3149.75,3115.8,616,309,297,-33.95,7,Commercial Description,Valid,0.0108,Low,0.6914,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001611834022529,1302,Tier 4 - Long Tail,10.490909090909092,5.058116883116884,False,False,False,False,False,False,0,Normal,No immediate action
22757,LARGE RED BABUSHKA NOTEBOOK,3116.58,3115.33,2718,329,311,-1.25,1,Commercial Description,Valid,0.0004,Low,0.7728,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001611590886901,1303,Tier 4 - Long Tail,10.017138263665595,1.1461846946284031,False,False,False,False,False,False,0,Normal,No immediate action
21408,SPOTTY PINK DUCK DOORSTOP,3134.29,3113.04,715,249,243,-21.25,5,Commercial Description,Valid,0.0068,Low,0.6983,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001610406247351,1304,Tier 4 - Long Tail,12.810864197530863,4.353902097902098,False,False,False,False,False,False,0,Normal,No immediate action
47504K,ENGLISH ROSE GARDEN SECATEURS,3135.75,3106.77,2671,330,320,-28.98,22,Commercial Description,Valid,0.0092,Low,0.7718,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001607162714607,1305,Tier 4 - Long Tail,9.70865625,1.1631486334706103,False,False,False,False,False,False,0,Normal,No immediate action
23346,SPACEBOY BEAKER,3112.34,3104.84,2628,187,185,-7.5,6,Commercial Description,Valid,0.0024,Low,0.771,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001606164306602,1306,Tier 4 - Long Tail,16.78291891891892,1.1814459665144597,False,False,False,False,False,False,0,Normal,No immediate action
22754,SMALL RED BABUSHKA NOTEBOOK,3111.09,3100.89,3980,518,495,-10.2,12,Commercial Description,Valid,0.0033,Low,0.788,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001604120932705,1307,Tier 4 - Long Tail,6.2644242424242425,0.7791180904522613,False,False,False,False,False,False,0,Normal,No immediate action
22927,GREEN GIANT GARDEN THERMOMETER,3221.9100000000003,3091.01,502,189,172,-130.9,22,Commercial Description,Valid,0.0406,Low,0.6816,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001599009911412,1308,Tier 4 - Long Tail,17.970988372093025,6.157390438247012,False,False,False,False,False,False,0,Normal,No immediate action
22129,PARTY CONES CANDY TREE DECORATION,3100.22,3084.92,3252,177,175,-15.3,18,Commercial Description,Valid,0.0049,Low,0.7795,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001595859494442,1309,Tier 4 - Long Tail,17.628114285714286,0.9486223862238623,False,False,False,False,False,False,0,Normal,No immediate action
22461,SAVOY ART DECO CLOCK,3722.53,3084.08,416,185,179,-638.4499999999999,63,Commercial Description,Valid,0.1715,High,0.6722,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,0.000159542495417,1310,Tier 4 - Long Tail,17.22949720670391,7.413653846153846,False,False,False,False,False,False,0,Normal,No immediate action
22208,WOOD STAMP SET THANK YOU,3103.55,3072.14,2396,454,436,-31.41,25,Commercial Description,Valid,0.0101,Low,0.7654,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001589248274592,1311,Tier 4 - Long Tail,7.046192660550458,1.2821953255425709,False,False,False,False,False,False,0,Normal,No immediate action
21206,STRAWBERRY HONEYCOMB  GARLAND,3089.3500000000004,3071.2,2168,246,242,-18.15,11,Commercial Description,Valid,0.0059,Low,0.759,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001588762003335,1312,Tier 4 - Long Tail,12.69090909090909,1.4166051660516605,False,False,False,False,False,False,0,Normal,No immediate action
22037,ROBOT BIRTHDAY CARD,3076.08,3071.04,7144,650,637,-5.04,12,Commercial Description,Valid,0.0016,Low,0.8054,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.000158867923376,1313,Tier 4 - Long Tail,4.821098901098901,0.42987681970884656,False,False,False,False,False,False,0,Normal,No immediate action
22375,AIRLINE BAG VINTAGE JET SET BROWN,3079.58,3068.98,609,302,289,-10.6,2,Commercial Description,Valid,0.0034,Low,0.6892,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001587613575474,1314,Tier 4 - Long Tail,10.619307958477508,5.039376026272578,False,False,False,False,False,False,0,Normal,No immediate action
21830,ASSORTED CREEPY CRAWLIES,3320.46,3062.7,7975,285,267,-257.76000000000005,696,Commercial Description,Valid,0.0776,Moderate,0.8078,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.0001584364869632,1315,Tier 4 - Long Tail,11.470786516853932,0.38403761755485893,False,False,False,False,False,False,0,Normal,No immediate action
22925,BLUE GIANT GARDEN THERMOMETER,3102.51,3054.9100000000003,505,209,199,-47.6,8,Commercial Description,Valid,0.0153,Low,0.6808,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001580335025921,1316,Tier 4 - Long Tail,15.351306532663319,6.049326732673268,False,False,False,False,False,False,0,Normal,No immediate action
21354,TOAST ITS - BEST MUM,3048.3200000000006,3048.32,2532,226,217,0.0,0,Commercial Description,Valid,0.0,Low,0.7678,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001576925954027,1317,Tier 4 - Long Tail,14.047557603686636,1.20391785150079,False,False,False,False,False,False,0,Normal,No immediate action
22067,CHOC TRUFFLE GOLD TRINKET POT,3075.5400000000004,3043.34,1887,270,264,-32.2,20,Commercial Description,Valid,0.0105,Low,0.751,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001574349750987,1318,Tier 4 - Long Tail,11.527803030303032,1.612792792792793,False,False,False,False,False,False,0,Normal,No immediate action
22755,SMALL PURPLE BABUSHKA NOTEBOOK,3048.19,3037.99,3825,526,502,-10.2,12,Commercial Description,Valid,0.0033,Low,0.7848,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001571582143303,1319,Tier 4 - Long Tail,6.051772908366534,0.7942457516339869,False,False,False,False,False,False,0,Normal,No immediate action
22576,SWALLOW WOODEN CHRISTMAS DECORATION,3041.84,3036.74,3360,365,332,-5.1,6,Commercial Description,Valid,0.0017,Low,0.7789,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001570935505994,1320,Tier 4 - Long Tail,9.146807228915662,0.9037916666666665,False,False,False,False,False,False,0,Normal,No immediate action
23329,DECORATIVE WICKER HEART LARGE,3038.19,3033.24,1767,251,234,-4.949999999999999,3,Commercial Description,Valid,0.0016,Low,0.7465,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001569124921528,1321,Tier 4 - Long Tail,12.962564102564102,1.71660441426146,False,False,False,False,False,False,0,Normal,No immediate action
15058A,BLUE WHITE SPOTS GARDEN PARASOL,3153.7300000000005,3032.98,476,157,156,-120.75,17,Commercial Description,Valid,0.0383,Low,0.6773,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001568990420968,1322,Tier 4 - Long Tail,19.442179487179487,6.371806722689076,False,False,False,False,False,False,0,Normal,No immediate action
15044C,PURPLE PAPER PARASOL,3042.03,3028.0800000000004,970,238,235,-13.95,5,Commercial Description,Valid,0.0046,Low,0.7115,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001566455602715,1323,Tier 4 - Long Tail,12.88544680851064,3.121731958762887,False,False,False,False,False,False,0,Normal,No immediate action
23461,SWEETHEART BIRD HOUSE,3041.21,3024.61,847,101,95,-16.6,4,Commercial Description,Valid,0.0055,Low,0.7041,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001564660537545,1324,Tier 4 - Long Tail,31.838,3.570968122786305,False,False,False,False,False,False,0,Normal,No immediate action
22712,CARD DOLLY GIRL,3037.29,3021.75,7375,528,513,-15.54,37,Commercial Description,Valid,0.0051,Low,0.8044,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001563181031381,1325,Tier 4 - Long Tail,5.890350877192983,0.40972881355932206,False,False,False,False,False,False,0,Normal,No immediate action
23390,DOLLY GIRL MINI BACKPACK,3025.59,3021.44,747,167,164,-4.15,1,Commercial Description,Valid,0.0014,Low,0.6979,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001563020665329,1326,Tier 4 - Long Tail,18.42341463414634,4.044765729585007,False,False,False,False,False,False,0,Normal,No immediate action
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,3024.1399999999994,3019.94,1441,258,252,-4.2,2,Commercial Description,Valid,0.0014,Low,0.734,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001562244700558,1327,Tier 4 - Long Tail,11.98388888888889,2.0957251908396946,False,False,False,False,False,False,0,Normal,No immediate action
20985,HEART CALCULATOR,3070.51,3016.08,2386,311,297,-54.43,44,Commercial Description,Valid,0.0177,Low,0.7628,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001560247884547,1328,Tier 4 - Long Tail,10.155151515151514,1.2640737636211232,False,False,False,False,False,False,0,Normal,No immediate action
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3032.8,3015.3,3445,260,253,-17.5,14,Commercial Description,Valid,0.0058,Low,0.779,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001559844382866,1329,Tier 4 - Long Tail,11.91818181818182,0.8752685050798259,False,False,False,False,False,False,0,Normal,No immediate action
84279B,CHERRY BLOSSOM DECORATIVE FLASK,3076.92,3013.17,808,228,228,-63.75,17,Commercial Description,Valid,0.0207,Low,0.7008,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001558742512891,1330,Tier 4 - Long Tail,13.215657894736843,3.729170792079208,False,False,False,False,False,False,0,Normal,No immediate action
21765,HANGING METAL BIRD BATH,3076.3900000000003,3009.64,371,151,148,-66.75,9,Commercial Description,Valid,0.0217,Low,0.6647,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001556916409129,1331,Tier 4 - Long Tail,20.335405405405403,8.112237196765498,False,False,False,False,False,False,0,Normal,No immediate action
23231,WRAP DOILEY DESIGN,3008.34,3008.34,7277,260,260,0.0,0,Commercial Description,Valid,0.0,Low,0.8033,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001556243906328,1332,Tier 4 - Long Tail,11.570538461538462,0.41340387522330635,False,False,False,False,False,False,0,Normal,No immediate action
84912A,PINK ROSE WASHBAG,3007.69,3007.69,1097,237,233,0.0,0,Commercial Description,Valid,0.0,Low,0.7182,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001555907654927,1333,Tier 4 - Long Tail,12.90854077253219,2.7417411121239743,False,False,False,False,False,False,0,Normal,No immediate action
22132,RED LOVE HEART SHAPE CUP,3008.11,2997.91,3357,397,389,-10.2,12,Commercial Description,Valid,0.0034,Low,0.7769,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001550848364619,1334,Tier 4 - Long Tail,7.706709511568123,0.8930324694667858,False,False,False,False,False,False,0,Normal,No immediate action
35001W,HAND OPEN SHAPE DECO.WHITE,3064.71,2997.9,969,204,198,-66.81,21,Commercial Description,Valid,0.0218,Low,0.7098,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001550843191521,1335,Tier 4 - Long Tail,15.14090909090909,3.0938080495356037,False,False,False,False,False,False,0,Normal,No immediate action
22905,CALENDAR IN SEASON DESIGN,2995.53,2995.53,1089,199,194,0.0,0,Commercial Description,Valid,0.0,Low,0.7172,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001549617167183,1336,Tier 4 - Long Tail,15.440876288659794,2.7507162534435263,False,False,False,False,False,False,0,Normal,No immediate action
21477,STRING OF 20 ROSE LIGHTS,3248.94,2991.69,273,56,56,-257.25,23,Commercial Description,Valid,0.0792,Moderate,0.6495,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.0001547630697369,1337,Tier 4 - Long Tail,53.42303571428572,10.958571428571428,False,False,False,False,False,False,0,Normal,No immediate action
84944,SET OF 6 KASHMIR FOLKART BAUBLES,3234.63,2990.18,1154,215,206,-244.45,93,Commercial Description,Valid,0.0756,Moderate,0.7203,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.0001546849559499,1338,Tier 4 - Long Tail,14.515436893203884,2.5911438474870017,False,False,False,False,False,False,0,Normal,No immediate action
22519,CHILDS GARDEN BRUSH PINK,3019.23,2989.83,1443,276,267,-29.4,14,Commercial Description,Valid,0.0097,Low,0.7325,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001546668501052,1339,Tier 4 - Long Tail,11.197865168539325,2.0719542619542617,False,False,False,False,False,False,0,Normal,No immediate action
84997c,BLUE 3 PIECE MINI DOTS CUTLERY SET,2984.28,2984.28,356,80,75,0.0,0,Commercial Description,Valid,0.0,Low,0.6617,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001543797431399,1340,Tier 4 - Long Tail,39.790400000000005,8.382808988764046,False,False,False,False,False,False,0,Normal,No immediate action
22664,TOY TIDY DOLLY GIRL DESIGN,3006.78,2981.58,1445,276,269,-25.2,12,Commercial Description,Valid,0.0084,Low,0.7325,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001542400694811,1341,Tier 4 - Long Tail,11.083940520446097,2.0633771626297577,False,False,False,False,False,False,0,Normal,No immediate action
22811,SET OF 6 T-LIGHTS CACTI,2978.66,2975.71,1040,150,141,-2.95,1,Commercial Description,Valid,0.001,Low,0.7135,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001539364086007,1342,Tier 4 - Long Tail,21.104326241134753,2.8612596153846153,False,False,False,False,False,False,0,Normal,No immediate action
85049D,BRIGHT BLUES RIBBONS,2975.46,2975.46,2372,417,405,0.0,0,Commercial Description,Valid,0.0,Low,0.7603,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001539234758545,1343,Tier 4 - Long Tail,7.346814814814815,1.2544097807757166,False,False,False,False,False,False,0,Normal,No immediate action
23242,TREASURE TIN BUFFALO BILL,3024.630000000001,2968.4700000000003,1470,220,217,-56.16,27,Commercial Description,Valid,0.0186,Low,0.733,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001535618762712,1344,Tier 4 - Long Tail,13.679585253456223,2.019367346938776,False,False,False,False,False,False,0,Normal,No immediate action
22674,FRENCH TOILET SIGN BLUE METAL,2978.84,2961.34,2394,307,300,-17.5,14,Commercial Description,Valid,0.0059,Low,0.7608,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00015319303435,1345,Tier 4 - Long Tail,9.871133333333335,1.236984126984127,False,False,False,False,False,False,0,Normal,No immediate action
21688,SILVER PLATE CANDLE BOWL SMALL,2975.46,2957.76,955,151,144,-17.700000000000003,6,Commercial Description,Valid,0.0059,Low,0.7074,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001530078374246,1346,Tier 4 - Long Tail,20.540000000000003,3.097130890052356,False,False,False,False,False,False,0,Normal,No immediate action
22955,36 FOIL STAR CAKE CASES,2952.4700000000003,2952.4700000000003,1479,202,186,0.0,0,Commercial Description,Valid,0.0,Low,0.733,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001527341805154,1347,Tier 4 - Long Tail,15.873494623655915,1.9962609871534822,False,False,False,False,False,False,0,Normal,No immediate action
21948,SET OF 6 CAKE CHOPSTICKS,2950.19,2950.19,2308,278,267,0.0,0,Commercial Description,Valid,0.0,Low,0.7578,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001526162338701,1348,Tier 4 - Long Tail,11.04940074906367,1.2782452339688042,False,False,False,False,False,False,0,Normal,No immediate action
22974,CHILDRENS DOLLY GIRL MUG,2977.79,2944.79,1738,241,218,-32.99999999999999,20,Commercial Description,Valid,0.0111,Low,0.7421,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001523368865525,1349,Tier 4 - Long Tail,13.508211009174312,1.694355581127733,False,False,False,False,False,False,0,Normal,No immediate action
22518,CHILDS GARDEN BRUSH BLUE,2939.75,2939.75,1412,279,271,0.0,0,Commercial Description,Valid,0.0,Low,0.7297,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001520761623895,1350,Tier 4 - Long Tail,10.847785977859779,2.081975920679887,False,False,False,False,False,False,0,Normal,No immediate action
21626,VINTAGE UNION JACK PENNANT,3053.1000000000004,2936.1,1511,222,216,-117.0,60,Commercial Description,Valid,0.0383,Low,0.7335,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001518873442952,1351,Tier 4 - Long Tail,13.593055555555555,1.943150231634679,False,False,False,False,False,False,0,Normal,No immediate action
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2937.5199999999995,2935.82,3642,410,381,-1.7,2,Commercial Description,Valid,0.0006,Low,0.7786,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001518728596194,1352,Tier 4 - Long Tail,7.705564304461943,0.8061010433827568,False,False,False,False,False,False,0,Normal,No immediate action
79072,TEATIME CAKE TIN WITH HANDLE,3083.2000000000003,2933.95,284,117,117,-149.25,15,Commercial Description,Valid,0.0484,Low,0.6489,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.000151776122678,1353,Tier 4 - Long Tail,25.076495726495725,10.330809859154929,False,False,False,False,False,False,0,Normal,No immediate action
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,2939.6800000000003,2933.38,1526,375,363,-6.300000000000001,3,Commercial Description,Valid,0.0021,Low,0.7337,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001517466360167,1354,Tier 4 - Long Tail,8.080936639118457,1.9222673656618612,False,False,False,False,False,False,0,Normal,No immediate action
22325,MOBILE VINTAGE HEARTS,3168.6799999999994,2931.08,702,244,240,-237.6,48,Commercial Description,Valid,0.075,Moderate,0.6909,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.0001516276547518,1355,Tier 4 - Long Tail,12.212833333333332,4.175327635327635,False,False,False,False,False,False,0,Normal,No immediate action
22480,RED TEA TOWEL CLASSIC DESIGN,2925.58,2925.58,2416,281,264,0.0,0,Commercial Description,Valid,0.0,Low,0.76,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001513431343357,1356,Tier 4 - Long Tail,11.081742424242425,1.2109188741721855,False,False,False,False,False,False,0,Normal,No immediate action
21214,SET OF 72 IVORY PAPER DOILIES,2920.8200000000006,2919.37,2006,206,203,-1.45,1,Commercial Description,Valid,0.0005,Low,0.7487,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001510218849205,1358,Tier 4 - Long Tail,14.381133004926108,1.4553190428713858,False,False,False,False,False,False,0,Normal,No immediate action
