StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,AvgUnitPrice,Description,ReturnValue,ReturnedUnits,ReturnLines,ReturnOrders,NetRevenue,ReturnValueRate,ReturnUnitRate,RevenuePerUnit,RevenuePerOrder,RevenueShare,RevenueRank
85063,5426.74,308,180,180,18.89911111111111,CREAM SWEETHEART MAGAZINE RACK,-1060.7,66.0,38.0,38.0,4366.04,0.19545804663573343,0.21428571428571427,17.619285714285713,30.148555555555554,0.022520174992857717,1000
20674,4383.55,3437,472,463,1.5082838983050846,GREEN POLKADOT BOWL,-18.560000000000002,15.0,3.0,3.0,4364.99,0.004234011246592374,0.0043642711667151585,1.2754000581902822,9.467710583153348,0.022514759059026945,1001
84279P,4525.55,1153,305,299,4.65255737704918,CHERRY BLOSSOM  DECORATIVE FLASK,-163.56,44.0,19.0,19.0,4361.99,0.03614146346852869,0.03816131830008673,3.925021682567216,15.13561872909699,0.0224992849623676,1002
21899,4398.08,6783,646,622,0.8143188854489163,"KEY FOB , GARAGE DESIGN",-43.55,67.0,5.0,5.0,4354.53,0.009902048166472641,0.009877635264632168,0.6483974642488575,7.070868167202573,0.022460806042008022,1003
22291,4412.929999999999,3193,269,264,1.6439776951672864,"SPRING DEC , HANGING CHICK CREAM",-69.6,48.0,2.0,2.0,4343.329999999999,0.015771834132877704,0.015032884434700909,1.3820638897588473,16.71564393939394,0.02240303608114646,1004
15039,4360.03,5117,311,306,1.1445980707395498,SANDALWOOD FAN,-22.95,27.0,4.0,4.0,4337.08,0.005263725249596907,0.005276529216337698,0.8520676177447722,14.24846405228758,0.022370798379772825,1005
22611,4348.8,908,201,195,5.191940298507462,VINTAGE UNION JACK SHOPPING BAG,-19.8,4.0,2.0,2.0,4329.0,0.004552980132450331,0.004405286343612335,4.789427312775331,22.301538461538463,0.022329121479436984,1006
22497,4345.08,946,290,279,5.306620689655173,SET OF 2 TINS VINTAGE BATHROOM ,-21.25,5.0,2.0,2.0,4323.83,0.00489058889594668,0.005285412262156448,4.593107822410148,15.573763440860215,0.022302454452860714,1007
22530,4343.16,10270,491,468,0.49786150712830957,MAGIC DRAWING SLATE DOLLY GIRL ,-20.16,48.0,2.0,2.0,4323.0,0.00464178155997016,0.004673807205452775,0.4228977604673807,9.28025641025641,0.022298173286118293,1008
23349,4342.6,3221,343,337,1.5426530612244898,ROLL WRAP VINTAGE CHRISTMAS,-30.0,24.0,2.0,2.0,4312.6,0.006908303781144935,0.007451102142191866,1.3482148401117666,12.886053412462909,0.02224452975103256,1009
47580,4395.26,1693,359,344,3.1532033426183843,TEA TIME DES TEA COSY,-84.15,33.0,6.0,4.0,4311.110000000001,0.01914562505972343,0.019492025989367986,2.59613703484938,12.776918604651163,0.022236844283025088,1010
85053,4382.22,2037,388,378,2.629020618556701,FRENCH ENAMEL CANDLEHOLDER,-84.46000000000001,41.0,17.0,17.0,4297.76,0.019273336345505248,0.020127638684339717,2.1513107511045657,11.593174603174603,0.02216798455289099,1011
21556,4305.45,1626,303,293,3.2568316831683166,CERAMIC STRAWBERRY MONEY BOX,-10.2,4.0,4.0,4.0,4295.25,0.0023690903389889557,0.0024600246002460025,2.6478782287822877,14.694368600682592,0.02215503789201934,1012
22600,4317.5,4958,450,429,1.0165111111111111,CHRISTMAS RETROSPOT STAR WOOD,-23.799999999999997,28.0,3.0,3.0,4293.7,0.005512449334105384,0.005647438483259379,0.8708148446954417,10.064102564102564,0.022147042942078674,1013
22425,4401.8,866,311,301,5.654083601286174,ENAMEL COLANDER CREAM,-112.55,25.0,5.0,5.0,4289.25,0.025569085374165114,0.028868360277136258,5.082909930715935,14.62392026578073,0.022124089698700646,1014
21878,4591.54,5591,413,403,1.0596125907990315,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-304.81,421.0,3.0,3.0,4286.73,0.06638513439935186,0.07529958862457521,0.8212377034519763,11.393399503722085,0.022111091457506792,1015
22202,4400.12,1090,269,264,5.241710037174721,MILK PAN PINK RETROSPOT,-116.25,31.0,12.0,12.0,4283.87,0.026419734007254347,0.028440366972477066,4.036807339449541,16.667121212121213,0.02209633948535822,1016
79320,4357.38,904,150,150,5.884066666666667,FLAMINGO LIGHTS,-77.10000000000001,16.0,10.0,10.0,4280.28,0.017694118943034576,0.017699115044247787,4.820110619469027,29.0492,0.0220778221496892,1017
21537,4526.59,1049,268,256,4.726417910447761,RED RETROSPOT PUDDING BOWL,-247.0,64.0,13.0,13.0,4279.59,0.05456646172946964,0.061010486177311724,4.315147759771211,17.6819921875,0.02207426310745755,1018
21245,4285.26,2577,311,304,1.9256591639871383,GREEN POLKADOT PLATE ,-6.76,4.0,1.0,1.0,4278.5,0.0015775005483914628,0.0015521924718665113,1.6628870779976719,14.096250000000001,0.022068640852337985,1019
23050,4286.55,497,205,205,9.223268292682926,RECYCLED ACAPULCO MAT GREEN,-8.25,1.0,1.0,1.0,4278.3,0.001924624698183854,0.002012072434607646,8.624849094567406,20.91,0.022067609245894033,1020
20665,4371.47,1366,362,348,3.840690607734807,RED RETROSPOT PURSE ,-94.40000000000002,32.0,5.0,5.0,4277.070000000001,0.02159456658744084,0.02342606149341142,3.2001976573938506,12.56169540229885,0.022061264866263704,1021
20982,4298.2,4915,596,576,0.9592785234899329,12 PENCILS TALL TUBE SKULLS,-24.65,29.0,6.0,6.0,4273.55,0.005734958819971151,0.00590030518819939,0.8745066124109867,7.462152777777778,0.022043108592850066,1022
21153,4294.6900000000005,393,139,139,11.799856115107914,RED SPOTTY TABLECLOTH ,-21.3,2.0,2.0,2.0,4273.39,0.004959612917346769,0.005089058524173028,10.927964376590332,30.897050359712235,0.0220422833076949,1023
23112,4507.08,546,241,241,9.16721991701245,PARISIENNE CURIO CABINET,-239.85000000000002,33.0,19.0,19.0,4267.23,0.0532162730637131,0.06043956043956044,8.254725274725274,18.701576763485477,0.02201050982922104,1024
22723,4262.820000000001,1164,298,295,4.301208053691275,SET OF 6 HERB TINS SKETCHBOOK,-7.9,2.0,2.0,2.0,4254.920000000001,0.0018532333056521268,0.001718213058419244,3.6622164948453615,14.450237288135595,0.021947014452595528,1025
22285,4274.53,2719,272,261,1.9417647058823528,"DECORATION HEN ON NEST, HANGING",-19.8,12.0,1.0,1.0,4254.73,0.004632088206188751,0.004413387274733358,1.5720963589554982,16.37750957854406,0.021946034426473762,1026
21355,4308.08,3521,356,341,1.460505617977528,TOAST ITS - I LOVE YOU ,-60.0,48.0,3.0,3.0,4248.08,0.013927317969954132,0.013632490769667709,1.2235387673956262,12.63366568914956,0.021911733512212213,1027
22670,5588.11,4490,443,425,1.5720090293453723,FRENCH WC SIGN BLUE METAL,-1340.56,1160.0,5.0,5.0,4247.549999999999,0.2398950629103579,0.2583518930957684,1.2445679287305123,13.148494117647058,0.021908999755135723,1028
20967,4320.08,1139,323,296,3.997987616099071,GREY FLORAL FELTCRAFT SHOULDER BAG,-75.0,20.0,3.0,3.0,4245.08,0.01736078961500713,0.01755926251097454,3.792870939420544,14.594864864864865,0.021896259415552864,1029
84598,4360.46,20799,221,217,0.372262443438914,BOYS ALPHABET IRON ON PATCHES,-120.96,576.0,2.0,2.0,4239.5,0.02774019254849259,0.027693639117265252,0.20964757921053898,20.094285714285714,0.02186747759576648,1030
21609,4230.55,1513,225,218,3.0442222222222224,SET 12 LAVENDER  BOTANICAL T-LIGHTS,0.0,0.0,0.0,0.0,4230.55,0.0,0.0,2.796133509583609,19.40619266055046,0.021821313207399433,1031
22744,4392.75,1557,319,300,3.2328840125391847,MAKE YOUR OWN MONSOON CARD KIT,-163.70000000000002,62.0,4.0,4.0,4229.05,0.03726594957600592,0.03982016698779704,2.821290944123314,14.6425,0.02181357615906976,1032
70006,4229.62,4476,309,290,1.9986407766990288,LOVE HEART POCKET WARMER,-2.44,2.0,2.0,2.0,4227.18,0.0005768839753925885,0.00044682752457551384,0.9449553172475424,14.584896551724137,0.021803930638818768,1033
21470,4258.67,1118,329,319,4.21419452887538,FLOWER VINE RAFFIA FOOD COVER,-33.75,9.0,4.0,4.0,4224.92,0.007925009451307568,0.008050089445438283,3.809186046511628,13.350062695924764,0.02179227348600206,1034
23166,81700.92000000001,78033,250,247,1.46848,MEDIUM CERAMIC TOP STORAGE JAR,-77479.64,74494.0,10.0,10.0,4221.280000000013,0.9483325279568454,0.9546473927697257,1.047004728768598,330.7729554655871,0.021773498248722118,1035
22892,4367.06,3556,298,295,1.3167785234899327,SET OF SALT AND PEPPER TOADSTOOLS,-148.69,123.0,22.0,21.0,4218.370000000001,0.03404807811204792,0.03458942632170978,1.2280821147356582,14.803593220338984,0.021758488374962488,1036
23237,4274.39,1053,177,177,4.251129943502825,SET OF 4 KNICK KNACK TINS LEAF,-69.35000000000001,17.0,10.0,10.0,4205.04,0.016224537302398704,0.016144349477682812,4.0592497625830966,24.14909604519774,0.02168973180547279,1037
21614,4538.17,1627,197,194,3.0643147208121833,SET OF 12 ROSE BOTANICAL T-LIGHTS,-336.05,131.0,3.0,3.0,4202.12,0.07404967200435418,0.08051628764597418,2.789287031346036,23.392628865979383,0.021674670351391024,1038
23089,4215.78,2354,228,225,2.380175438596491,GLASS BON BON JAR,-25.65,15.0,7.0,7.0,4190.13,0.00608428333546817,0.006372132540356839,1.7909005947323704,18.7368,0.021612825545075837,1039
21707,4184.95,1005,172,172,4.954418604651163,FOLDING UMBRELLA BLACKBLUE POLKADOT,0.0,0.0,0.0,0.0,4184.95,0.0,0.0,4.164129353233831,24.33110465116279,0.021586106938177366,1040
22454,4237.09,1515,192,179,3.145,MEASURING TAPE BABUSHKA RED,-64.9,22.0,3.0,2.0,4172.1900000000005,0.015317116228354839,0.014521452145214522,2.7967590759075907,23.670893854748606,0.021520290447052948,1041
22071,4419.75,1546,267,256,3.873932584269663,SMALL WHITE RETROSPOT MUG IN BOX ,-248.75,309.0,10.0,10.0,4171.0,0.05628146388370383,0.1998706338939198,2.858829236739974,17.2646484375,0.021514152388711405,1042
23012,4197.110000000001,1071,248,246,4.62991935483871,GLASS APOTHECARY BOTTLE PERFUME,-31.6,8.0,5.0,5.0,4165.51,0.007528990186104248,0.007469654528478058,3.9188702147525682,17.061422764227643,0.021485834791824802,1043
22807,4213.47,1412,310,294,3.733258064516129,SET OF 6 T-LIGHTS TOADSTOOLS,-51.25000000000001,19.0,3.0,3.0,4162.22,0.012163371283051738,0.013456090651558074,2.984043909348442,14.331530612244899,0.021468864865821717,1044
22851,4228.01,5195,544,523,0.9582536764705881,SET 20 NAPKINS FAIRY CAKES DESIGN ,-66.3,78.0,4.0,4.0,4161.71,0.01568113604272459,0.015014436958614052,0.8138614051973051,8.08414913957935,0.02146623426938963,1045
23144,4197.83,5089,275,274,0.9436727272727272,ZINC T-LIGHT HOLDER STARS SMALL,-36.52,44.0,3.0,3.0,4161.3099999999995,0.008699732957266016,0.008646099430143446,0.8248830811554333,15.320547445255475,0.021464171056501714,1046
84580,4148.45,1082,462,442,3.877207792207792,MOUSE TOY WITH PINK T-SHIRT,-15.0,4.0,1.0,1.0,4133.45,0.0036158083139485836,0.0036968576709796672,3.8340573012939,9.385633484162895,0.021320468278858584,1047
23306,4123.38,2808,279,277,1.8061290322580643,SET OF 36 DOILIES PANTRY DESIGN,-10.149999999999999,7.0,2.0,2.0,4113.2300000000005,0.002461572787373465,0.002492877492877493,1.4684401709401709,14.885848375451264,0.02121617286737459,1048
21472,4111.57,1065,291,285,4.386151202749141,LADYBIRD + BEE RAFFIA FOOD COVER,0.0,0.0,0.0,0.0,4111.57,0.0,0.0,3.8606291079812203,14.42656140350877,0.02120761053388975,1049
23167,4476.01,5847,238,231,1.0025210084033613,SMALL CERAMIC TOP STORAGE JAR ,-365.19,525.0,9.0,9.0,4110.820000000001,0.08158828957039863,0.08978963571062083,0.7655224901658971,19.37666666666667,0.021203742009724916,1050
21590,4141.28,3448,295,286,1.246135593220339,KINGS CHOICE CIGAR BOX MATCHES ,-32.5,26.0,2.0,2.0,4108.78,0.007847815168257158,0.0075406032482598605,1.2010672853828306,14.479999999999999,0.021193219623996555,1051
21911,4120.69,2566,352,344,2.0561363636363637,GARDEN METAL SIGN ,-19.8,12.0,1.0,1.0,4100.889999999999,0.004805020518408325,0.004676539360872954,1.6058807482462976,11.978749999999998,0.021152522749782472,1052
72349B,4117.200000000001,2021,296,287,2.4339864864864866,SET/6 PURPLE BUTTERFLY T-LIGHTS,-25.200000000000003,12.0,1.0,1.0,4092.000000000001,0.0061206645292917515,0.005937654626422563,2.0372093023255817,14.345644599303139,0.02110666784334862,1053
23009,4082.52,263,103,103,15.988252427184465,I LOVE LONDON BABY GIFT SET,0.0,0.0,0.0,0.0,4082.52,0.0,0.0,15.522889733840303,39.63611650485437,0.021057769697905078,1054
16161U,4105.92,10076,320,318,0.4180625,WRAP SUKI AND FRIENDS,-31.5,75.0,3.0,3.0,4074.42,0.007671849427168576,0.007443429932512902,0.4074950377133783,12.911698113207548,0.02101598963692484,1055
22314,4085.8800000000006,1162,270,249,4.366888888888889,OFFICE MUG WARMER CHOC+BLUE,-15.8,4.0,2.0,2.0,4070.0800000000004,0.003866976024748646,0.0034423407917383822,3.5162478485370054,16.409156626506025,0.020993603777090992,1056
22639,4082.2400000000002,1673,289,275,2.7195501730103806,SET OF 4 NAPKIN CHARMS HEARTS,-15.3,6.0,1.0,1.0,4066.94,0.00374794230618484,0.0035863717872086074,2.440071727435744,14.844509090909092,0.020977407555920872,1057
22127,4183.11,3492,161,155,1.8088819875776398,PARTY CONES CARNIVAL ASSORTED,-122.31,98.0,5.0,5.0,4060.7999999999997,0.029239011166333186,0.028064146620847653,1.1979123711340205,26.9878064516129,0.020945737238091407,1058
23255,4097.22,1014,158,158,4.346962025316456,CHILDRENS CUTLERY CIRCUS PARADE,-37.35,9.0,3.0,3.0,4059.8700000000003,0.009115937147626927,0.008875739644970414,4.040650887573965,25.931772151898734,0.020940940268127015,1059
84596B,4105.94,6244,737,725,0.8549932157394844,SMALL DOLLY MIX DESIGN ORANGE BOWL,-46.72,48.0,3.0,3.0,4059.22,0.011378636804239712,0.007687379884689302,0.6575816784112748,5.663365517241378,0.020937587547184153,1060
20981,4118.34,4773,527,513,0.9649525616698291,12 PENCILS TALL TUBE WOODLAND,-67.14999999999999,79.0,7.0,7.0,4051.19,0.016305113225231524,0.016551435156086317,0.8628409805153991,8.02795321637427,0.020896168548459305,1061
21474,4189.5,210,94,94,19.95,SWEETHEART CREAM STEEL FOLDIN BENCH,-139.64999999999998,7.0,5.0,5.0,4049.85,0.033333333333333326,0.03333333333333333,19.95,44.569148936170215,0.020889256785284794,1062
22731,4090.66,3054,287,266,1.5017073170731707,3D CHRISTMAS STAMPS STICKERS ,-42.5,34.0,2.0,2.0,4048.16,0.010389521495308826,0.011132940406024885,1.3394433529796987,15.378421052631579,0.020880539710833364,1063
21349,4125.83,565,178,171,8.453370786516855,IVY HEART WREATH,-81.0,12.0,3.0,2.0,4044.83,0.019632413356827597,0.021238938053097345,7.302353982300885,24.12766081871345,0.02086336346354149,1064
21901,4141.96,6274,721,688,0.811997226074896,"KEY FOB , BACK DOOR ",-99.45,153.0,5.0,5.0,4042.51,0.024010371901225507,0.024386356391456806,0.6601785145043034,6.020290697674419,0.020851396828791596,1065
23193,4079.28,1922,175,175,2.730571428571429,BUFFALO BILL TREASURE BOOK BOX,-45.0,20.0,6.0,6.0,4034.28,0.011031358475025003,0.01040582726326743,2.1224141519250783,23.31017142857143,0.02080894622362279,1066
23340,4034.08,2500,152,151,1.9589473684210525,VINTAGE CHRISTMAS CAKE FRILL,0.0,0.0,0.0,0.0,4034.08,0.0,0.0,1.613632,26.71576158940397,0.02080791461717883,1067
22445,4025.5700000000006,1312,292,275,3.46486301369863,PENCIL CASE LIFE IS BEAUTIFUL,0.0,0.0,0.0,0.0,4025.5700000000006,0.0,0.0,3.0682698170731713,14.638436363636366,0.020764019762988487,1068
22777,4075.06,481,108,100,10.193333333333335,GLASS CLOCHE LARGE,-50.15,6.0,5.0,5.0,4024.91,0.01230656726526726,0.012474012474012475,8.472058212058212,40.7506,0.020760615461723426,1069
21743,4197.77,1443,199,182,3.5686934673366837,STAR PORTABLE TABLE LIGHT ,-174.05,59.0,5.0,5.0,4023.7200000000003,0.04146249079868597,0.040887040887040885,2.9090575190575194,23.06467032967033,0.020754477403381887,1070
21717,4044.69,1555,177,176,2.939322033898305,EASTER TIN BUCKET,-22.95,9.0,2.0,2.0,4021.7400000000002,0.005674106050154647,0.005787781350482315,2.601086816720257,22.98119318181818,0.020744264499586718,1071
22245,4046.49,4697,425,413,1.1117176470588235,"HOOK, 1 HANGER ,MAGIC GARDEN",-28.05,33.0,8.0,7.0,4018.4399999999996,0.006931933601714079,0.00702576112412178,0.86150521609538,9.797796610169492,0.020727242993261435,1072
22053,4020.89,4551,87,87,1.508390804597701,EMPIRE DESIGN ROSETTE,-2.5,2.0,2.0,2.0,4018.39,0.0006217528955032343,0.00043946385409800046,0.8835179081520544,46.217126436781605,0.020726985091650448,1073
85206A,4022.51,2351,323,318,1.8076160990712076,CREAM FELT EASTER EGG BASKET,-16.5,10.0,4.0,4.0,4006.01,0.004101916465092691,0.004253509145044662,1.7109783071033604,12.64940251572327,0.020663128652769546,1074
22284,4040.9,2478,307,300,2.0026710097719866,HEN HOUSE DECORATION,-42.900000000000006,26.0,4.0,4.0,3998.0,0.010616446831151477,0.010492332526230832,1.6307102502017756,13.469666666666667,0.02062181281468909,1075
23129,3999.5,950,172,172,4.576279069767442,HEART SHAPED HOLLY WREATH,-4.15,1.0,1.0,1.0,3995.35,0.0010376297037129642,0.0010526315789473684,4.21,23.252906976744185,0.020608144029306667,1076
23194,4077.37,1835,217,214,2.71331797235023,GYMKHANA TREASURE BOOK BOX,-83.25,37.0,8.0,8.0,3994.12,0.02041757309245911,0.020163487738419618,2.222,19.053130841121494,0.020601799649676334,1077
85123a,3992.39,597,101,99,6.547821782178218,WHITE HANGING HEART T-LIGHT HOLDER,0.0,0.0,0.0,0.0,3992.39,0.0,0.0,6.687420435510887,40.327171717171716,0.02059287625393611,1078
22788,4073.41,486,91,84,11.863296703296703,BROCANTE COAT RACK,-83.75,9.0,6.0,5.0,3989.66,0.020560169489444963,0.018518518518518517,8.381502057613169,48.49297619047619,0.020578794825976104,1079
23081,4038.25,483,139,139,9.407194244604316,GREEN METAL BOX ARMY SUPPLIES,-49.5,6.0,3.0,3.0,3988.75,0.012257784931591655,0.012422360248447204,8.360766045548655,29.052158273381295,0.020574101016656104,1080
22359,4099.42,1290,208,202,3.647596153846154,GLASS JAR KINGS CHOICE,-115.05000000000001,39.0,14.0,14.0,3984.37,0.028064945772816645,0.030232558139534883,3.1778449612403104,20.294158415841583,0.020551508835533458,1081
21192,4040.59,2235,241,216,2.3697095435684647,WHITE BELL HONEYCOMB PAPER ,-69.6,48.0,1.0,1.0,3970.9900000000002,0.017225207209838164,0.021476510067114093,1.8078702460850113,18.706435185185185,0.020482494364432776,1082
22612,3984.99,1001,111,109,4.2005405405405405,TEA COSY VINTAGE UNION JACK,-15.0,4.0,1.0,1.0,3969.99,0.003764124878606973,0.003996003996003996,3.981008991008991,36.559541284403664,0.02047733633221299,1083
21055,4032.31,404,231,222,10.517748917748918,TOOL BOX SOFT TOY ,-62.650000000000006,7.0,2.0,2.0,3969.66,0.015536999883441503,0.017326732673267328,9.980965346534653,18.16355855855856,0.020475634181580462,1084
22797,4375.26,250,146,140,18.720616438356164,CHEST OF DRAWERS GINGHAM HEART ,-411.75,25.0,15.0,15.0,3963.51,0.09410869296910354,0.1,17.50104,31.251857142857144,0.020443912283428803,1085
23130,3988.98,962,184,184,4.519456521739131,MISTLETOE HEART WREATH GREEN,-37.35,9.0,2.0,2.0,3951.63,0.009363295880149813,0.009355509355509356,4.146548856548857,21.679239130434784,0.02038263486065779,1086
23486,4145.47,275,74,74,17.8127027027027,ANTIQUE HEART SHELF UNIT,-199.65,13.0,6.0,6.0,3945.82,0.04816100466292121,0.04727272727272727,15.074436363636364,56.01986486486487,0.020352666693460857,1087
22118,3953.9,816,286,271,5.46006993006993,JOY WOODEN BLOCK LETTERS,-9.9,2.0,2.0,2.0,3944.0,0.0025038569513644755,0.0024509803921568627,4.84546568627451,14.590036900369004,0.020343279074820853,1088
23557,3930.27,350,32,32,13.181875,LANDMARK FRAME BAKER STREET ,0.0,0.0,0.0,0.0,3930.27,0.0,0.0,11.229342857142857,122.8209375,0.020272459292443243,1089
22272,3928.01,1396,316,300,3.1706962025316456,FELTCRAFT DOLL MARIA,-2.95,1.0,1.0,1.0,3925.0600000000004,0.0007510164179826426,0.0007163323782234957,2.8137607449856734,13.093366666666668,0.02024558594457818,1090
22536,3977.35,10162,389,365,0.4568123393316195,MAGIC DRAWING SLATE PURDEY,-52.440000000000005,142.0,3.0,2.0,3924.91,0.013184658126642112,0.013973627238732533,0.3913944105491045,10.896849315068494,0.02024481223974521,1091
21812,4076.9700000000003,833,213,205,5.674507042253522,GARLAND WITH HEARTS AND BELLS,-158.4,32.0,5.0,4.0,3918.57,0.0388523830197426,0.03841536614645858,4.894321728691477,19.887658536585366,0.020212110315471793,1092
22057,4035.57,3076,262,260,2.041908396946565,CERAMIC PLATE STRAWBERRY DESIGN,-122.17999999999999,82.0,11.0,11.0,3913.3900000000003,0.030275772691342236,0.026657997399219768,1.3119538361508454,15.521423076923078,0.020185391708573322,1093
46000M,3932.3500000000004,2537,358,353,1.55,POLYESTER FILLER PAD 45x45cm,-32.55,21.0,2.0,2.0,3899.8,0.00827749310208908,0.008277493102089082,1.55,11.139801699716715,0.020115294050706483,1094
22475,3925.63,778,266,256,6.0442857142857145,SKULL DESIGN TV DINNER TRAY,-29.700000000000003,6.0,1.0,1.0,3895.9300000000003,0.007565664619436881,0.007712082262210797,5.045796915167095,15.3344921875,0.020095332466015928,1095
22790,3884.000000000001,200,1,1,19.42,"MIRROR, ARCHED GEORGIAN",0.0,0.0,0.0,0.0,3884.000000000001,0.0,0.0,19.420000000000005,3884.000000000001,0.020033797141633926,1096
23552,3881.91,1863,123,116,2.2640650406504066,BICYCLE PUNCTURE REPAIR KIT ,0.0,0.0,0.0,0.0,3881.91,0.0,0.0,2.0836876006441223,33.46474137931035,0.020023016854294577,1097
23049,3896.84,456,186,186,8.921505376344086,RECYCLED ACAPULCO MAT RED,-24.75,3.0,2.0,2.0,3872.09,0.0063513000277147635,0.006578947368421052,8.545701754385965,20.950752688172045,0.01997236497789632,1098
21447,3868.89,2796,346,336,1.6232369942196532,12 IVORY ROSE PEG PLACE SETTINGS,-1.25,1.0,1.0,1.0,3867.64,0.0003230900852699353,0.000357653791130186,1.3837231759656652,11.514553571428571,0.019949411734518287,1099
22341,5725.41,3481,245,240,2.364326530612245,LOVE GARLAND PAINTED ZINC ,-1858.1999999999998,1196.0,9.0,9.0,3867.21,0.3245531761044187,0.3435794311979316,1.6447601264004597,23.855875,0.01994719378066378,1100
22778,4119.49,1045,212,194,4.923301886792453,GLASS CLOCHE SMALL,-254.72,72.0,21.0,20.0,3864.77,0.06183289679062214,0.06889952153110047,3.942095693779904,21.234484536082473,0.019934608182047512,1101
21987,3999.11,6434,395,385,0.7305822784810126,PACK OF 6 SKULL PAPER CUPS,-138.04999999999998,301.0,4.0,4.0,3861.06,0.03452018074021469,0.046782716816910166,0.6215589058128691,10.387298701298702,0.01991547188251212,1102
22478,3859.69,2778,321,317,1.621214953271028,BIRDHOUSE GARDEN MARKER ,-2.5,2.0,2.0,2.0,3857.19,0.0006477204127792646,0.0007199424046076314,1.3893772498200143,12.175678233438486,0.019895510297821564,1103
23110,4147.18,700,256,255,6.66234375,PARISIENNE KEY CABINET ,-293.25,51.0,28.0,28.0,3853.9300000000003,0.07071069980082852,0.07285714285714286,5.924542857142858,16.263450980392157,0.019878695112785075,1104
21813,3957.7000000000003,842,199,184,5.6628643216080405,GARLAND WITH STARS AND BELLS,-103.95,21.0,4.0,4.0,3853.7500000000005,0.02626525507239053,0.02494061757719715,4.700356294536817,21.509239130434786,0.019877766666985514,1105
22965,3932.75,1888,273,260,2.33010989010989,3 TRADITIONAl BISCUIT CUTTERS  SET,-79.80000000000001,38.0,5.0,5.0,3852.95,0.020291144873180348,0.020127118644067795,2.08302436440678,15.125961538461539,0.019873640241209686,1106
21034,3876.0,4080,2042,1902,0.95,REX CASH+CARRY JUMBO SHOPPER,-26.599999999999998,28.0,9.0,9.0,3849.4,0.006862745098039215,0.006862745098039216,0.95,2.0378548895899056,0.01985532922682946,1107
22959,3987.42,9751,286,284,0.4181118881118881,WRAP CHRISTMAS VILLAGE,-147.0,350.0,5.0,5.0,3840.42,0.03686594339196774,0.03589375448671931,0.4089242129012409,14.040211267605635,0.01980901009749582,1108
22579,3920.8999999999996,7286,592,553,0.7021959459459459,WOODEN TREE CHRISTMAS SCANDINAVIAN,-81.6,96.0,1.0,1.0,3839.2999999999997,0.020811548368996916,0.013175953884161406,0.5381416415042547,7.090235081374321,0.01980323310140966,1109
21067,3873.2200000000003,4792,271,266,1.5159778597785978,VINTAGE RED TEATIME MUG,-39.760000000000005,36.0,5.0,5.0,3833.46,0.010265360604355034,0.007512520868113523,0.8082679465776295,14.560977443609023,0.019773110193246134,1110
22162,3868.61,1258,276,260,3.3798188405797105,HEART GARLAND RUSTIC PADDED,-35.400000000000006,12.0,3.0,3.0,3833.21,0.009150573461786018,0.009538950715421303,3.0752066772655007,14.879269230769232,0.019771820685191187,1111
21846,3907.4,1625,274,264,3.9247445255474447,PINK DIAMANTE PEN IN GIFT BOX,-81.85000000000001,27.0,3.0,3.0,3825.55,0.020947433075702515,0.016615384615384615,2.404553846153846,14.800757575757576,0.019732310158387657,1112
21351,3911.1,1132,185,177,5.5183243243243245,CINAMMON & ORANGE WREATH,-91.95,25.0,5.0,5.0,3819.15,0.02351000997161924,0.022084805653710248,3.455035335689046,22.096610169491527,0.01969929875218105,1113
23253,3848.86,258,70,70,17.148857142857143,16 PIECE CUTLERY SET PANTRY DESIGN,-31.9,2.0,2.0,2.0,3816.96,0.00828816844468232,0.007751937984496124,14.918062015503876,54.983714285714285,0.019688002661619727,1114
22458,3815.85,1530,179,173,2.895474860335195,CAST IRON HOOK GARDEN FORK,0.0,0.0,0.0,0.0,3815.85,0.0,0.0,2.4940196078431374,22.05693641618497,0.019682277245855768,1115
21329,3845.65,2119,576,555,2.111840277777778,DINOSAURS  WRITING SET ,-33.0,20.0,2.0,2.0,3812.65,0.008581124127260671,0.009438414346389807,1.814841906559698,6.9290990990990995,0.019665771542752467,1116
23131,3835.98,942,116,115,4.2041379310344835,MISTLETOE HEART WREATH CREAM,-24.9,6.0,2.0,2.0,3811.08,0.006491170444058623,0.006369426751592357,4.072165605095542,33.35634782608696,0.019657673432167407,1117
22765,3825.25,338,58,53,17.330689655172414,NEWSPAPER STAND,-14.95,1.0,1.0,1.0,3810.3,0.003908241291418861,0.0029585798816568047,11.317307692307692,72.1745283018868,0.01965365016703598,1118
21100,3812.58,2546,275,269,2.2476363636363637,CHARLIE AND LOLA CHARLOTTE BAG,-6.6,4.0,4.0,4.0,3805.98,0.0017311112160269422,0.0015710919088766694,1.4974783974862529,14.173159851301115,0.01963136746784652,1119
22962,3872.0499999999997,4630,380,354,1.050578947368421,JAM JAR WITH PINK LID,-72.11999999999999,85.0,21.0,21.0,3799.93,0.018625792538836016,0.0183585313174946,0.8362958963282937,10.937994350282485,0.019600161372916834,1120
22494,3855.98,2859,485,468,1.7169690721649484,EMERGENCY FIRST AID TIN ,-63.75,51.0,13.0,13.0,3792.23,0.016532762099388483,0.017838405036726127,1.3487163343826514,8.239273504273504,0.019560444524824513,1121
